term	class_number	class_status	tuition	start_date	end_date	faculty	location	room	days	start_time	end_time	comments	title	course_description	prerequisites	major_division	minor_division	cluster	hours	session	cluster_description	catalogpghdr	suffixdesc
2005SP	COMG-1006-23007	Open	$98.00 	4/18/2005	5/12/2005	Hixson	BHEC	011	MTWR	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Seven	"This advanced English course provides university level grammar review.   Advanced mastery of a selected vocabulary of technical/occupational terms, including appropriate pronunciation of terms and use of English language structures required by business and industry for successful on-the-job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	16	
2005SP	COMG-1006-23008	Open	$98.00 	5/16/2005	6/13/2005	Hixson	BHEC	011	MTWR	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Eight	"This university-level grammar review is a continuation of Communication Improvement Seven.  It provides further mastery of a selected vocabulary of technical/occupational terms, including appropriate pronunciation of terms and use of English language structures required by business and industry for successful on-the-job-performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	16	
2005SP	COMG-1008-22204	Open	$98.00 	1/10/2005	2/11/2005	Clausse	BHEC	001	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Six	"This advanced English course provides further comprehensive grammar review with reading and writing.  Focuses on communication situations found in business and the workplace for students whose primary language is other than English. Emphasizes internal communication with employees and external communication with customers, clients, and suppliers. Covers problem-solving and decision-making communications, both written and oral; intercultural and international communication; and business etiquette.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	29	
2005SP	COMG-1006-22205	Open	$98.00 	2/14/2005	3/17/2005	Clausse	BHEC	001	MTWRF	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communications Improvement Seven	"This advanced English course provides university level grammar review.   Advanced mastery of a selected vocabulary of technical/occupational terms, including appropriate pronunciation of terms and use of English language structures required by business and industry for successful on-the-job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	23	
2005SP	COMG-1006-23009	Open	$98.00 	3/21/2005	4/22/2005	Clausse	BHEC	001	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Eight	"This university-level grammar review is a continuation of Communication Improvement Seven.  It provides further mastery of a selected vocabulary of technical/occupational terms, including appropriate pronunciation of terms and use of English language structures required by business and industry for successful on-the-job-performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	23	
2005SP	COMG-1003-23001	Open	$98.00 	5/2/2005	6/3/2005	Clausse	BHEC	001	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	23	
2005SP	FITT-1093-23001	Froz	$250.00 	4/1/2005	6/3/2005		TBA	TBA	F	1/0/1900	1/0/1900		Sport Management	"Introduction to techniques for proper management of programs in physical activities and athletics including the basic physical education instructional program, intercollegiate and interscholastic athletics, intramural and club programs, and alternative athletic programs such as health clubs and corporate fitness centers."		BUSINESS		Certificate in Sports Management	48	19	"This course is offered to prepare professionals and students for careers as agents, administrators as managers in athletic, health, country clubs, and professional athletic organizations. The program prepares professionals for a diversity of roles in the areas of sports, facility management, planning, activity programming, and event management."
2005SP	ESOL-1003-22201	Open	$75.00 	1/10/2005	1/31/2005	Mendes	BHEC	010	MTWRF	1/0/1900	1/0/1900	skip 01/17/05 MLK Holiday Campus Closed	Conversation Six	"This advanced English conversation course is a continuation of Conversation Five and is designed for students with advanced ESOL speaking, reading and writing skills.  The primary emphasis is upon individual presentations and class discussion."		ESOL		ESOL	30	15	
2005SP	ESOL-1003-22202	Open	$75.00 	2/1/2005	2/21/2005	Mendes	BHEC	010	MTWRF	1/0/1900	1/0/1900		Conversation Seven	"This advanced English conversation course is a continuation of Conversation Six.  It is designed for students who have advanced ESOL speaking, reading and writing skills.  Emphasis will be placed on vocabulary building and listening/speaking skills through directed conversation, small group discussions, role-play and individual presentations."		ESOL		ESOL	30	15	
2005SP	COMG-1003-23002	Open	$98.00 	2/28/2005	4/4/2005	Mendes	BHEC	010	MTWRF	1/0/1900	1/0/1900	"skip 03/18/05,03/26/05 Spring Brk / Good Friday"	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	PHED-1005-22002	Open	$60.00 	1/18/2005	5/12/2005		BHOC	TBA	MTWRS	1/0/1900	1/0/1900	This course meets at the Fencing Institute of	Fencing	"Fencing for fitness and health will introduce the students to the
skills of foil, epee and sabre fencing through conditioning exercise,
footwork, blade drills and bouting.  Students enrolling in this course will be able to attend one hour of class per week, for six weeks, for a total of six sessions. Class times are Monday-Thursday, 7-8 p.m., and Saturday, 2-3 p.m.. To enhance the student's experience, the classes will be held at the Fencing Institute of Texas, 11482 Luna Road, Suite 100, Farmers Branch, 75234. Students should wear tennis shoes, sweat pants, or long pants without pockets, and t-shirts. The Fencing Institute will  supply all other equipment and clothing."		Sports and Wellness			6	0	
2005SP	ARTS-1023-22001	Open	$90.00 	1/21/2005	5/6/2005	Humphries	BHF	F132	F	1/0/1900	1/0/1900	no class on 3/18 and 3/25	Mold Making and Foundry	"Students enrolled in this course will learn to make molds from sculpture they have previously created. Molds may be cast in a variety of materials, including plaster, plastic and bronze. The course supply list will be available at the first class meeting."		Art		Art	84	8	
2005SP	CDEC-1005-22001	Open	$50.00 	1/22/2005	1/22/2005	Herrington	BHT	T308	S	1/0/1900	1/0/1900	There will be a one hour lunch break.	Pre-Service Training Hours for Childcare Workers	"This course covers the social, emotional, cognitive, and physical developmental processes; pertinent learning theories; and practical methods of meeting the needs of children, from birth to age six. Topics addressed include: stages of normal growth, cognitive theories and development, Shaken Baby Syndrome, child abuse and neglect, nutrition and sanitizing procedures, physical environment, and much more. Students need only bring pen and paper; all other materials will be provided. There will be a one hour lunch break."		Child Development		Child Development	7	0	"Brookhaven College Corporate and Continuing Education offers exceptional programs in Child Development for children as well as adults.  School age children are provided opportunities to engage in programs designed to build successful learning skills in math, reading and writing through classroom or individualized instuction.  In addition, adult training programs for parents and educators are available allowing individuals opportunities to develop proper training for careers in Montessori and Teacher Certified education as well as strengthen skills and enhance knowledge in specific areas of teaching or child development."
2005SP	COMG-1000-23001	Open	$98.00 	4/5/2005	5/6/2005	Mendes	BHEC	010	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	CDEC-1005-22002	Open	$50.00 	2/26/2005	2/26/2005	Herrington	BHT	T308	S	1/0/1900	1/0/1900	There will be a one-hour lunch break.	Pre-Service Training Hours for Childcare Workers	"This course covers the social, emotional, cognitive, and physical developmental processes; pertinent learning theories; and practical methods of meeting the needs of children, from birth to age six. Topics addressed include: stages of normal growth, cognitive theories and development, Shaken Baby Syndrome, child abuse and neglect, nutrition and sanitizing procedures, physical environment, and much more. Students need only bring pen and paper; all other materials will be provided. There will be a one hour lunch break."		Child Development		Child Development	7	2	"Brookhaven College Corporate and Continuing Education offers exceptional programs in Child Development for children as well as adults.  School age children are provided opportunities to engage in programs designed to build successful learning skills in math, reading and writing through classroom or individualized instuction.  In addition, adult training programs for parents and educators are available allowing individuals opportunities to develop proper training for careers in Montessori and Teacher Certified education as well as strengthen skills and enhance knowledge in specific areas of teaching or child development."
2005SP	COMG-1003-23004	Open	$98.00 	3/21/2005	4/22/2005	Rogach	BHEC	020	MTWRF	1/0/1900	1/0/1900	12 lab hours included scheduled at the	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	COMG-1001-23002	Open	$98.00 	5/9/2005	6/10/2005	Mendes	BHEC	010	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	CDEC-1005-22003	Open	$50.00 	4/23/2005	4/23/2005	Herrington	BHT	T241	S	1/0/1900	1/0/1900	There will be a one hour lunch break.	Pre-Service Training Hours for Childcare Workers	"This course covers the social, emotional, cognitive, and physical developmental processes; pertinent learning theories; and practical methods of meeting the needs of children, from birth to age six. Topics addressed include: stages of normal growth, cognitive theories and development, Shaken Baby Syndrome, child abuse and neglect, nutrition and sanitizing procedures, physical environment, and much more. Students need only bring pen and paper; all other materials will be provided. There will be a one hour lunch break."		Child Development		Child Development	7	2	"Brookhaven College Corporate and Continuing Education offers exceptional programs in Child Development for children as well as adults.  School age children are provided opportunities to engage in programs designed to build successful learning skills in math, reading and writing through classroom or individualized instuction.  In addition, adult training programs for parents and educators are available allowing individuals opportunities to develop proper training for careers in Montessori and Teacher Certified education as well as strengthen skills and enhance knowledge in specific areas of teaching or child development."
2005SP	COMG-1000-23012	Open	$98.00 	4/25/2005	5/26/2005	Rogach	BHEC	020	MTWRF	1/0/1900	1/0/1900	12 lab hours included scheduled at the	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1003-22205	Open	$98.00 	1/5/2005	3/2/2005	Mitchell	BHEC	009	MWF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	CDEC-1005-22004	Open	$50.00 	5/14/2005	5/14/2005	Herrington	BHT	T308	S	1/0/1900	1/0/1900	There will be a one hour lunch break.	Pre-Service Training Hours for Childcare Workers	"This course covers the social, emotional, cognitive, and physical developmental processes; pertinent learning theories; and practical methods of meeting the needs of children, from birth to age six. Topics addressed include: stages of normal growth, cognitive theories and development, Shaken Baby Syndrome, child abuse and neglect, nutrition and sanitizing procedures, physical environment, and much more. Students need only bring pen and paper; all other materials will be provided. There will be a one hour lunch break."		Child Development		Child Development	7	2	"Brookhaven College Corporate and Continuing Education offers exceptional programs in Child Development for children as well as adults.  School age children are provided opportunities to engage in programs designed to build successful learning skills in math, reading and writing through classroom or individualized instuction.  In addition, adult training programs for parents and educators are available allowing individuals opportunities to develop proper training for careers in Montessori and Teacher Certified education as well as strengthen skills and enhance knowledge in specific areas of teaching or child development."
2005SP	COMG-1000-23006	Open	$98.00 	3/4/2005	5/2/2005	Mitchell	BHEC	009	MWF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1003-22206	Open	$98.00 	2/7/2005	3/10/2005	Bortnick	BHEC	011	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	COMG-1003-23005	Open	$98.00 	4/4/2005	5/5/2005		BHEC	015	MTWRF	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	COMG-1000-23007	Open	$98.00 	3/14/2005	4/18/2005	Bortnick	BHEC	011	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1000-23013	Open	$98.00 	5/9/2005	6/10/2005		BHEC	015	MTWRF	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1001-23008	Open	$98.00 	4/19/2005	5/20/2005	Bortnick	BHEC	011	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1003-22207	Open	$98.00 	1/31/2005	3/7/2005	Guevara	BHEC	005	MWF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	16	
2005SP	COMG-1000-23008	Open	$98.00 	3/9/2005	4/18/2005	Guevara	BHEC	005	MWF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	20	
2005SP	COMG-1003-23006	Open	$98.00 	4/18/2005	5/19/2005	Mitchell	BHEC	009	MTWRF	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24	
2005SP	COMG-1001-23009	Open	$98.00 	4/20/2005	5/25/2005	Guevara	BHEC	005	MWF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	20	
2005SP	COMG-1000-23014	Open	$98.00 	5/23/2005	6/24/2005	Mitchell	BHEC	009	MTWRF	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30	
2005SP	COMG-1003-22208	Open	$98.00 	2/14/2005	3/17/2005	Williams	BHEC	017	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24
2005SP	COMG-1003-23007	Open	$98.00 	4/9/2005	6/18/2005	Herrmann	BHEC	015	S	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	9
2005SP	COMG-1000-23009	Open	$98.00 	3/21/2005	4/22/2005	Williams	BHEC	017	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30
2005SP	COMG-1001-23010	Open	$98.00 	4/25/2005	5/26/2005	Williams	BHEC	017	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30
2005SP	COMG-1003-22210	Open	$98.00 	2/21/2005	3/17/2005	Granados	BHEC	016	MTWR	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	16
2005SP	COMG-1003-23003	Open	$98.00 	3/7/2005	4/11/2005	Kerr	BHEC	005	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	24
2005SP	COMG-1000-23015	Open	$98.00 	3/21/2005	4/14/2005	Granados	BHEC	016	MTWR	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	20
2005SP	COMG-1000-23010	Open	$98.00 	4/12/2005	5/13/2005	Kerr	BHEC	005	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30
2005SP	COMG-1001-23012	Open	$98.00 	4/18/2005	5/12/2005	Granados	BHEC	016	MTWR	1/0/1900	1/0/1900	12 lab hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	20
2005SP	HALT-1033-22001	Open	$400.00 	1/8/2005	2/5/2005	Dennis	BHEC	016	S	1/0/1900	1/0/1900	This course will be taught in Spanish.	LANDSCAPE IRRIGATION	"In-depth coverage of irrigation systems including equipment, design, performance and maintenance.  Topics include residential and commercial applications, troubleshooting, repair and technological advances in irrigation systems. This course will prepare students for the state irrigation licensing exam."		Floral Design		Home and Garden	40	4
2005SP	COMG-1001-23011	Open	$98.00 	5/16/2005	6/17/2005	Kerr	BHEC	005	MTWRF	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	30
2005SP	COMG-1003-22209	Open	$98.00 	1/8/2005	4/2/2005	Negrete	BHEC	001	S	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	9
2005SP	COMG-1004-23009	Open	$98.00 	5/16/2005	6/13/2005	Granados	BHEC	016	MTWR	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Three						60	20
2005SP	ESOL-1003-22205	Open	$75.00 	2/28/2005	4/6/2005	England	BHEC	020	MWF	1/0/1900	1/0/1900	"No class 3/18,3/25 Spring Break & Easter Holiday"	Conversation Two	"This course is a continuation of Conversation One.  It provides the opportunity to expand vocabulary and review sentence structure and tenses, while practicing English is real conversational situations.  Pronunciation will be emphasized."		ESOL		ESOL	30	15
2005SP	COMG-1003-23009	Open	$98.00 	3/14/2005	5/4/2005	Burns	BHEC	012	MW	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communication Skills for the Workplace	"This course is designed for students who have never studied English and who have limited skills in their first language.  Classes concentrate on pronunciation along with learning the English alphabet, numbers, every day activities and work skills.  Addresses essential listening, speaking, reading, writing, and computational skills required by business and industry. Improve communication skills as well as study skills to enhance job performance.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	48	16
2005SP	COMG-1000-23016	Open	$98.00 	5/9/2005	7/6/2005	Burns	BHEC	012	MW	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	20
2005SP	COMG-1000-22206	Open	$98.00 	1/8/2005	4/2/2005	Rogach	BHEC	018	S	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	12	
2005SP	COMG-1001-23013	Open	$98.00 	4/9/2005	6/18/2005	Rogach	BHEC	018	S	1/0/1900	1/0/1900	12 Lab Hours included to be attended at	Communications Improvement Two	"This course prepares people for employment who can speak, read and write basic English.  Conversational, listening, reading, and writing skills are further developed to provide the student with a functional vocabulary range of 1200 words focusing on present, future and past tenses.  It provides on-the-job dynamic communicative practice for students whose primary language is other than English, exposing students to the uses of language in a variety of relevant job-related contexts.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	12	
2005SP	HECO-1004-23030	Open	$35.00 	4/12/2005	4/12/2005		BHEC	006	T	1/0/1900	1/0/1900		Summer Sorbets and Ice Creams	Pull out the old ice cream machine and crank out these sorbets and ice creams.  Learn how easy it is to make great desserts.		Cooking		Cooking	3	1	Learn Cooking techniques through demonstration and hands-on group experience.
